596,,21,59,8
597,,21,66,8
598,,21,68,9
599,,21,71,8
600,,21,73,9
601,,21,74,8
602,,21,75,8
603,,21,76,10
604,,21,77,10
605,,21,82,10
606,,21,84,10
607,,21,90,10
608,,21,91,9
609,,21,97,10
610,,22,0,8
611,,22,3,9
612,,22,5,8
613,,22,7,9
614,,22,8,9
615,,22,10,10
616,,22,20,10
617,,22,23,10
618,,22,26,8
619,,22,28,10
620,,22,30,9
621,,22,31,9
622,,22,36,10
623,,22,41,10
624,,22,49,8
625,,22,53,8
626,,22,54,8
627,,22,55,10
628,,22,57,10
629,,22,60,10
630,,22,65,9
631,,22,67,8
632,,22,70,8
633,,22,72,8
634,,22,73,10
635,,22,76,8
636,,22,81,10
637,,22,86,8
638,,22,87,10
639,,22,88,10
640,,22,89,9
641,,22,91,10
642,,22,97,9
643,,23,2,8
644,,23,9,9
645,,23,11,10
646,,23,16,10
647,,23,18,8
648,,23,26,8
649,,23,33,9
650,,23,38,9
651,,23,50,10
652,,23,54,8
653,,23,59,9
654,,23,62,10
655,,23,70,10
656,,23,72,10
657,,23,80,8
658,,23,85,10
659,,23,92,9
660,,23,93,10
661,,23,94,9
662,,24,3,8
663,,24,6,8
664,,24,7,8
665,,24,10,9
666,,24,21,9
667,,24,31,9
668,,24,32,9
669,,24,44,9
670,,24,45,8
671,,24,52,8
672,,24,53,8
673,,24,55,8
674,,24,57,8
675,,24,63,8
676,,24,71,8
677,,24,72,9
678,,24,74,10
679,,24,77,9
680,,24,80,9
681,,24,82,8
682,,24,83,8
683,,24,89,10
684,,24,90,9
685,,24,97,8
686,,24,98,9
687,,24,99,8
688,,25,4,10
689,,25,5,10
690,,25,8,10
691,,25,15,8
692,,25,17,9
693,,25,18,10
694,,25,26,10
695,,25,27,8
696,,25,29,10
697,,25,31,10
698,,25,43,10
699,,25,45,10
700,,25,46,9
701,,25,47,9
702,,25,55,10
703,,25,62,10
704,,25,63,9
705,,25,64,8
706,,25,66,9
707,,25,68,8
708,,25,77,8
709,,25,78,10
710,,25,79,10
711,,25,88,8
712,,25,94,8
713,,25,95,9
714,,25,96,9
715,,25,97,9
716,,25,99,10
717,,26,2,9
718,,26,3,9
719,,26,8,10
720,,26,10,9
721,,26,13,8
722,,26,14,9
723,,26,15,10
724,,26,18,10
725,,26,20,9
726,,26,32,8
727,,26,33,8
728,,26,35,8
729,,26,41,8
730,,26,43,9
731,,26,46,8
732,,26,47,10
733,,26,49,8
734,,26,50,8
735,,26,54,9
736,,26,58,8
737,,26,59,10
738,,26,60,10
739,,26,62,9
740,,26,63,9
741,,26,64,10
742,,26,66,10
743,,26,70,9
744,,26,73,10
745,,26,74,9
746,,26,77,9
747,,26,84,9
748,,26,89,8
749,,26,91,9
750,,26,94,8
751,,27,1,8
752,,27,10,10
753,,27,12,8
754,,27,17,9
755,,27,19,10
756,,27,23,9
757,,27,24,8
758,,27,33,10
759,,27,41,8
760,,27,42,8
761,,27,53,8
762,,27,54,10
763,,27,57,8
764,,27,61,8
765,,27,64,10
766,,27,72,10
767,,27,78,8
768,,27,80,8
769,,27,81,10
770,,27,82,10
771,,27,90,10
772,,27,91,10
773,,27,93,8
774,,27,94,9
775,,27,98,8
776,,27,99,10
777,,28,2,9
778,,28,3,8
779,,28,5,9
780,,28,6,10
781,,28,14,8
782,,28,16,8
783,,28,22,10
784,,28,36,10
785,,28,42,10
786,,28,51,9
787,,28,56,9
788,,28,57,9
789,,28,59,9
790,,28,61,10
791,,28,69,9
792,,28,70,8
793,,28,72,10
794,,28,78,9
795,,28,79,8
796,,28,80,8
797,,28,81,10
798,,28,83,9
799,,28,94,8
800,,28,95,9
801,,29,1,9
802,,29,4,8
803,,29,5,9
804,,29,10,9
805,,29,15,8
806,,29,16,8
807,,29,21,10
808,,29,42,8
809,,29,45,8
810,,29,48,10
811,,29,50,8
812,,29,51,9
813,,29,53,10
814,,29,55,10
815,,29,56,10
816,,29,59,9
817,,29,60,8
818,,29,62,10
819,,29,64,10
820,,29,68,10
821,,29,70,10
822,,29,80,9
823,,29,82,10
824,,29,87,8
825,,29,89,8
826,,29,90,9
827,,29,95,10
828,,30,3,10
829,,30,8,9
830,,30,12,10
831,,30,17,9
832,,30,22,10
833,,30,25,8
834,,30,26,9
835,,30,32,10
836,,30,34,8
837,,30,37,9
838,,30,38,9
839,,30,39,8
840,,30,45,8
841,,30,46,8
842,,30,47,8
843,,30,48,9
844,,30,60,9
845,,30,63,9
846,,30,71,9
847,,30,74,8
848,,30,80,9
849,,30,83,10
850,,30,87,10
851,,30,97,9
852,,30,98,10
853,,30,99,8
854,,31,1,9
855,,31,3,9
856,,31,7,9
857,,31,9,10
858,,31,17,10
859,,31,20,8
860,,31,21,8
861,,31,22,9
862,,31,27,8
863,,31,28,10
864,,31,36,9
865,,31,37,8
866,,31,48,8
867,,31,49,10
868,,31,54,9
869,,31,58,8
870,,31,59,9
871,,31,60,9
872,,31,63,10
873,,31,66,9
874,,31,69,10
875,,31,73,10
876,,31,76,10
877,,31,77,10
878,,31,89,8
879,,31,97,8
880,,31,99,9
881,,32,1,10
882,,32,3,10
883,,32,4,8
884,,32,7,9
885,,32,9,9
886,,32,14,10
887,,32,25,10
888,,32,28,9
889,,32,37,10
890,,32,39,8
891,,32,46,8
892,,32,47,8
893,,32,49,8
894,,32,55,10
895,,32,58,9
896,,32,59,9
897,,32,62,9
898,,32,70,8
899,,32,72,9
900,,32,80,8
901,,32,83,10
902,,32,84,8
903,,32,89,10
904,,32,92,9
905,,32,93,8
906,,32,94,8
907,,32,96,8
908,,32,99,9
909,,33,0,9
910,,33,1,9
911,,33,2,9
912,,33,7,10
913,,33,13,8
914,,33,16,10
915,,33,19,8
916,,33,21,10
917,,33,26,9
918,,33,28,8
919,,33,30,8
920,,33,34,8
921,,33,36,8
922,,33,37,8
923,,33,42,9
924,,33,43,10
925,,33,49,9
926,,33,52,9
927,,33,53,9
928,,33,55,8
929,,33,60,8
930,,33,62,9
931,,33,63,9
932,,33,65,8
933,,33,67,10
934,,33,68,9
935,,33,71,8
936,,33,72,8
937,,33,75,8
938,,33,77,9
939,,33,78,8
940,,33,83,10
941,,33,85,9
942,,33,92,8
943,,33,95,9
944,,33,97,9
945,,34,1,8
946,,34,20,10
947,,34,24,10
948,,34,27,9
949,,34,28,9
950,,34,36,9
951,,34,48,8
952,,34,49,9
953,,34,51,9
954,,34,53,10
955,,34,60,8
956,,34,64,9
957,,34,67,10
958,,34,69,10
959,,34,71,10
960,,34,73,8
961,,34,75,8
962,,34,78,8
963,,34,81,9
964,,34,83,8
965,,34,86,8
966,,34,89,9
967,,34,90,9
968,,34,93,10
969,,34,94,9
970,,35,2,8
971,,35,15,9
972,,35,16,8
973,,35,17,9
974,,35,22,8
975,,35,27,10
976,,35,28,10
977,,35,30,8
978,,35,34,10
979,,35,37,8
980,,35,43,9
981,,35,51,8
982,,35,52,8
983,,35,58,10
984,,35,65,9
985,,35,72,8
986,,35,73,9
987,,35,75,8
988,,35,76,9
989,,35,83,9
990,,35,85,10
991,,35,88,8
992,,35,89,10
993,,35,93,9
994,,35,94,9
995,,35,98,9
996,,36,1,8
997,,36,12,10
998,,36,13,10
999,,36,17,9
1000,,36,20,9
1001,,36,21,8
1002,,36,24,8
1003,,36,26,10
1004,,36,32,8
1005,,36,37,9
1006,,36,39,10
1007,,36,40,8
1008,,36,41,9
1009,,36,42,10
1010,,36,43,9
1011,,36,49,8
1012,,36,51,10
1013,,36,54,9
1014,,36,57,10
1015,,36,63,8
1016,,36,68,10
1017,,36,71,8
1018,,36,74,8
1019,,36,75,10
1020,,36,81,8
1021,,36,83,9
1022,,36,84,9
1023,,36,90,9
1024,,36,95,9
1025,,36,97,10
1026,,37,1,9
1027,,37,4,9
1028,,37,16,9
1029,,37,18,8
1030,,37,26,10
1031,,37,30,10
1032,,37,34,8
1033,,37,40,10
1034,,37,46,9
1035,,37,47,10
1036,,37,48,8
1037,,37,49,8
1038,,37,51,10
1039,,37,52,8
1040,,37,54,10
1041,,37,57,8
1042,,37,60,9
1043,,37,61,8
1044,,37,64,10
1045,,37,65,10
1046,,37,71,10
1047,,37,74,10
1048,,37,76,9
1049,,37,77,9
1050,,37,80,9
1051,,37,81,9
1052,,37,86,9
1053,,37,88,8
1054,,37,89,10
1055,,37,91,9
1056,,38,1,9
1057,,38,2,9
1058,,38,6,8
1059,,38,8,8
1060,,38,11,10
1061,,38,12,9
1062,,38,16,9
1063,,38,17,8
1064,,38,18,9
1065,,38,19,8
1066,,38,23,9
1067,,38,24,9
1068,,38,28,10
1069,,38,32,10
1070,,38,33,9
1071,,38,36,9
1072,,38,39,8
1073,,38,40,9
1074,,38,45,10
1075,,38,46,8
1076,,38,48,8
1077,,38,49,8
1078,,38,51,10
1079,,38,61,8
1080,,38,64,10
1081,,38,68,10
1082,,38,79,9
1083,,38,80,9
1084,,38,81,10
1085,,38,82,8
1086,,38,85,10
1087,,38,86,8
1088,,38,90,9
1089,,38,94,9
1090,,38,96,10
1091,,38,97,9
1092,,39,6,8
1093,,39,8,8
1094,,39,13,8
1095,,39,25,9
1096,,39,28,10
1097,,39,32,9
1098,,39,36,10
1099,,39,39,8
1100,,39,40,9
1101,,39,50,9
1102,,39,51,9
1103,,39,52,9
1104,,39,53,10
1105,,39,59,9
1106,,39,66,8
1107,,39,69,9
1108,,39,70,9
1109,,39,73,10
1110,,39,75,10
1111,,39,77,10
1112,,39,81,9
1113,,39,84,9
1114,,39,85,9
1115,,39,88,9
1116,,39,89,8
1117,,39,92,10
1118,,40,7,10
1119,,40,10,8
1120,,40,11,10
1121,,40,12,9
1122,,40,13,10
1123,,40,15,8
1124,,40,17,9
1125,,40,30,10
1126,,40,36,10
1127,,40,38,9
1128,,40,55,9
1129,,40,57,8
1130,,40,59,9
1131,,40,61,10
1132,,40,67,8
1133,,40,71,10
1134,,40,80,10
1135,,40,81,10
1136,,40,83,10
1137,,40,86,9
1138,,40,90,8
1139,,40,92,10
1140,,40,94,10
1141,,40,97,10
1142,,41,1,10
1143,,41,9,9
1144,,41,11,10
1145,,41,17,8
1146,,41,25,9
1147,,41,26,8
1148,,41,27,10
1149,,41,33,8
1150,,41,35,10
1151,,41,38,10
1152,,41,44,10
1153,,41,49,8
1154,,41,50,8
1155,,41,56,8
1156,,41,58,8
1157,,41,64,9
1158,,41,67,10
1159,,41,71,10
1160,,41,84,9
1161,,41,85,10
1162,,41,88,8
1163,,41,94,10
1164,,41,95,10
1165,,41,96,8
1166,,42,3,8
1167,,42,4,8
1168,,42,7,9
1169,,42,10,10
1170,,42,17,9
1171,,42,20,9
1172,,42,21,9
1173,,42,25,9
1174,,42,31,9
1175,,42,33,9
1176,,42,39,10
1177,,42,40,10
1178,,42,41,10
1179,,42,43,9
1180,,42,44,10
1181,,42,56,8
1182,,42,57,9
1183,,42,58,9
1184,,42,60,9
1185,,42,62,8
1186,,42,63,8
1187,,42,68,9
1188,,42,77,8
1189,,42,87,9
1190,,42,89,8
1191,,42,96,10
1192,,42,97,8
1193,,42,99,8
1194,,43,5,9
1195,,43,11,10
1196,,43,16,10
1197,,43,20,9
1198,,43,25,10
1199,,43,28,10
1200,,43,30,8
1201,,43,33,8
1202,,43,35,10
1203,,43,36,9
1204,,43,46,8
1205,,43,48,9
1206,,43,53,9
1207,,43,60,10
1208,,43,66,9
1209,,43,67,9
1210,,43,70,8
1211,,43,72,9
1212,,43,75,9
1213,,43,83,9
1214,,43,86,8
1215,,43,87,9
1216,,43,89,10
1217,,43,94,8
1218,,43,96,9
1219,,43,98,9
1220,,44,9,8
1221,,44,16,9
1222,,44,20,9
1223,,44,41,8
1224,,44,42,9
1225,,44,46,9
1226,,44,51,8
1227,,44,52,10
1228,,44,53,9
1229,,44,56,10
1230,,44,59,10
1231,,44,68,10
1232,,44,69,10
1233,,44,70,8
1234,,44,73,9
1235,,44,74,9
1236,,44,76,8
1237,,44,78,10
1238,,44,80,10
1239,,44,85,10
1240,,44,90,8
1241,,44,91,9
1242,,44,97,8
1243,,44,98,8
1244,,44,99,10
1245,,45,1,9
1246,,45,2,8
1247,,45,3,9
1248,,45,6,10
1249,,45,8,10
1250,,45,9,8
1251,,45,13,8
1252,,45,15,9
1253,,45,16,9
1254,,45,17,10
1255,,45,25,8
1256,,45,33,9
1257,,45,36,9
1258,,45,37,8
1259,,45,38,9
1260,,45,43,9
1261,,45,44,10
1262,,45,47,8
1263,,45,57,9
1264,,45,58,9
1265,,45,59,9
1266,,45,63,10
1267,,45,66,8
1268,,45,67,10
1269,,45,71,10
1270,,45,72,10
1271,,45,74,9
1272,,45,75,8
1273,,45,77,8
1274,,45,78,9
1275,,45,87,8
1276,,45,90,9
1277,,45,92,9
1278,,45,94,8
1279,,46,2,8
1280,,46,5,9
1281,,46,9,8
1282,,46,16,9
1283,,46,21,8
1284,,46,25,9
1285,,46,26,10
1286,,46,27,8
1287,,46,35,10
1288,,46,36,9
1289,,46,37,8
1290,,46,39,8
1291,,46,41,10
1292,,46,45,10
1293,,46,47,10
1294,,46,48,9
1295,,46,52,9
1296,,46,56,9
1297,,46,58,10
1298,,46,60,10
1299,,46,63,10
1300,,46,64,10
1301,,46,65,8
1302,,46,66,9
1303,,46,67,10
1304,,46,69,8
1305,,46,72,9
1306,,46,76,10
1307,,46,77,9
1308,,46,80,10
1309,,46,81,9
1310,,46,89,8
1311,,46,90,9
1312,,46,91,8
1313,,46,93,8
1314,,46,97,10
1315,,46,98,9
1316,,47,1,9
1317,,47,18,9
1318,,47,24,10
1319,,47,26,8
1320,,47,27,10
1321,,47,29,8
1322,,47,31,10
1323,,47,34,8
1324,,47,39,8
1325,,47,41,10
1326,,47,44,9
1327,,47,47,10
1328,,47,49,10
1329,,47,50,10
1330,,47,56,8
1331,,47,58,9
1332,,47,59,9
1333,,47,65,8
1334,,47,74,10
1335,,47,76,10
1336,,47,78,8
1337,,47,80,10
1338,,47,86,10
1339,,47,90,9
1340,,47,93,10
1341,,47,99,8
1342,,48,5,9
1343,,48,7,8
1344,,48,8,8
1345,,48,10,9
1346,,48,14,9
1347,,48,15,9
1348,,48,27,9
1349,,48,29,9
1350,,48,34,9
1351,,48,35,8
1352,,48,37,8
1353,,48,38,8
1354,,48,41,8
1355,,48,47,10
1356,,48,51,10
1357,,48,60,9
1358,,48,62,8
1359,,48,68,9
1360,,48,71,8
1361,,48,74,10
1362,,48,84,9
1363,,48,85,8
1364,,48,88,9
1365,,48,92,10
1366,,48,93,9
1367,,48,96,8
1368,,48,97,9
1369,,49,0,10
1370,,49,2,9
1371,,49,3,10
1372,,49,6,9
1373,,49,9,9
1374,,49,11,9
1375,,49,17,9
1376,,49,19,8
1377,,49,20,10
1378,,49,21,9
1379,,49,25,9
1380,,49,27,9
1381,,49,28,9
1382,,49,33,9
1383,,49,34,10
1384,,49,35,10
1385,,49,40,8
1386,,49,43,8
1387,,49,47,10
1388,,49,52,9
1389,,49,53,9
1390,,49,59,9
1391,,49,66,9
1392,,49,68,10
1393,,49,74,10
1394,,49,82,10
1395,,49,83,9
1396,,49,89,10
1397,,49,91,10
1398,,49,93,10
1399,,50,1,10
1400,,50,3,9
1401,,50,4,9
1402,,50,6,9
1403,,50,7,10
1404,,50,12,10
1405,,50,19,10
1406,,50,24,8
1407,,50,25,9
1408,,50,26,8
1409,,50,28,8
1410,,50,29,8
1411,,50,30,9
1412,,50,31,10
1413,,50,38,9
1414,,50,42,10
1415,,50,49,10
1416,,50,51,10
1417,,50,52,9
1418,,50,53,9
1419,,50,63,10
1420,,50,65,9
1421,,50,66,8
1422,,50,73,9
1423,,50,79,9
1424,,50,83,10
1425,,50,84,9
1426,,50,88,9
1427,,50,92,10
1428,,50,94,10
1429,,51,4,9
1430,,51,6,10
1431,,51,11,9
1432,,51,14,8
1433,,51,29,10
1434,,51,32,9
1435,,51,37,9
1436,,51,42,9
1437,,51,44,8
1438,,51,45,9
1439,,51,50,8
1440,,51,53,8
1441,,51,56,8
1442,,51,64,8
1443,,51,65,9
1444,,51,66,9
1445,,51,70,10
1446,,51,76,9
1447,,51,77,9
1448,,51,78,8
1449,,51,79,8
1450,,51,82,8
1451,,51,83,8
1452,,51,89,10
1453,,51,90,9
1454,,51,91,10
1455,,51,97,8
1456,,51,99,8
1457,,52,5,9
1458,,52,7,9
1459,,52,11,10
1460,,52,13,9
1461,,52,14,8
1462,,52,21,8
1463,,52,22,10
1464,,52,23,10
1465,,52,26,10
1466,,52,27,8
1467,,52,28,8
1468,,52,30,9
1469,,52,35,10
1470,,52,40,10
1471,,52,41,10
1472,,52,49,8
1473,,52,55,10
1474,,52,56,8
1475,,52,62,8
1476,,52,63,10
1477,,52,64,8
1478,,52,68,8
1479,,52,69,8
1480,,52,73,10
1481,,52,75,10
1482,,52,79,10
1483,,52,85,10
1484,,52,88,8
1485,,52,89,9
1486,,52,90,8
1487,,52,93,9
1488,,52,94,10
1489,,53,1,10
1490,,53,11,10
1491,,53,12,9
1492,,53,14,8
1493,,53,15,9
1494,,53,19,9
1495,,53,24,9
1496,,53,27,8
1497,,53,35,10
